Deaths before 01 Jan 2002,Deaths on or after 01 Jan 2002 and before 15 Feb 2008,context
Estate Duty is payable on the total market value of all his Singapore immovable and movable assets as at the date of death and exemptions will be given.,No Estate Duty is payable on his movable assets in Singapore.Only his immovable assets in Singapore are subject to Estate Duty but it still qualifies for the exemption threshold of S$9 million.,how-to-calculate-estate-duty Exceptions
