Date of changes filed with ACRA,Date IRAS’ records are updated,Example,context
Week beginning Sun to the following Sat,Fri of the following week,"For changes filed with ACRA between 8 Jan 2023 (Sun) and 14 Jan 2023 (Sat), IRAS' records will be updated by 20 Jan 2023 (Fri).","updating-company-particulars             Change in Company’s Name, Registered Address & Financial Year End        "
