Employee,Self-employed,context
You are paid a regular (fixed hourly/ weekly/ monthly) wage.You get overtime pay or bonus payment.You may receive a commission payment in addition to your regular wage.,You are paid a fee on a per-job basis. You have the right to negotiate with the payer the exact amount you would be paid for. Note: Some self-employed such as lawyers are paid on an hourly basis.,am-i-a-self-employed-person             2: Payment received        
