Standard-rated supplies,Zero-rated supplies,Exempt supplies,Total supplies,context
"$2,080,000","$300,000","$120,000","$2,500,000",claiming-input-tax-incurred-to-make-exempt-supplies             I made the following supplies in my prescribed accounting period of 1 Apr 2014 to 30 Jun 2014. Can I claim all the input tax incurred in this period for the making of exempt supplies?        
