For ruling requests with regard to arrangements concerning Corporate Income Tax matters,Assistant Commissioner (Corporate Tax Division) via email to [email protected],context
For ruling requests with regard to arrangements concerning Individual Income Tax matters,Assistant Commissioner (Individual Income Tax Division) via email to [email protected],advance-ruling-system-for-income-tax Documents to Submit
