Version,Status,XML Schema,User Guide,context
2.0,Current,"CbCR XML Schema v2.0 (ZIP, 17KB)(OECD’s publication date: Jun 2019)","CbCR XML Schema User Guide for Tax Administrations (PDF, 3.43MB)  (For CbCR XML Schema version 2.0. OECD’s publication date: Jun 2019)IRAS Supplementary Instructions for Preparing CbCR Data File (XLXS, 310KB)  (Updated for CbCR XML Schema version 2.0)",country-by-country-reporting-(cbcr)             Entities Not Required to Notify IRAS        
