Tax residency status,Tax implications,context
Non-resident,"Your employment income is taxed at 15% or progressive resident rates, whichever results in a higher tax amount. Director's fees and other income are taxed at the prevailing rate of 24%. You are not entitled  to tax reliefs.",working-out-my-tax-residency Tax implications for foreigners at a glance (in Singapore for 61 to 182 days in a year) 
