At the point of purchase of Low-Value Goods,Before 1 Jan 2023 No GST payable From 1 Jan 2023 GST will be payable if the purchase is from a GST-registered supplier (i.e. seller/electronic marketplace operator/redeliverer). No GST will be payable if the purchase is from a non GST-registered supplier.,context
At the point of importation of Low-Value Goods,No change before and after 1 Jan 2023GST is not payable to Singapore Customs,gst-on-imported-low-value-goods             How will the imposition of GST on Low-Value Goods affect my online purchase of goods from 1 Jan 2023?        
