Company not participating in the Auto-Inclusion Scheme (AIS) for Employment Income,Company participating in the AIS,context
You must declare the taxable retirement benefits under 'Employment - Others' in your Income Tax Return.,You do not need to report the retirement benefits in your Income Tax Return as your employer will submit the information to IRAS electronically.,i-have-retired table_1
